label,narasi
1,"Foto tersebut adalah hasil suntingan dari foto yang sudah beredar sebelumnya, salah satu sumbernya adalah di https://goo.gl/UXAsP7"
0,"SANGKING VIRALNYA ini tulisan MAU DIBLOKIR FACEBOOK
 
 Admin Maret 18, 2018 Berita Utama
 
 Ini tentang seorang pemimpin negara. Di luar negeri. Lelaki yang dengan cepat menduduki satu jabatan ke jabatan yang lebih tinggi. Mulai dari walikota, lalu gubernur, kemudian presiden.
 [...]"
0,"Kepala Polres Kendal AKBP Adiwijaya menjelaskan, peristiwa tersebut murni penganiayaan. Pelaku nekat melakukan perbuatan itu diduga karena stres setelah bercerai dengan istrinya."
0,"CARA GAMPANG DAPAT UANG
Memang cara gampang untuk mendapatkan uang adalah dengan ngutang atau jual barang. Kalau utang sudah banyak dilakukan maka tinggal jual barang sebagai jurus andalan..... "
0,"*”Innailaihi wainnailaihi rooji’uun… kita ditinggalkan oleh saudara2 Negara Muslim Dunia…*
*Arab Saudi Bentuk 34-Negara Aliansi Strategis Militer Islam Sunni, Tanpa IRAN dan INDONESIA.*
*Karena Indonesia saat ini dianggap merapat ke komunis China dengan semua strategi bisnis dan politik ala komunis China serta Syiah Iran dengan strategi politik agama Syiah yg menjadi musuh Islam dari ke 34 negara Islam saat ini.*
*…dan akhirnya negara Indonesia dengan penduduk Islam terbesar di dunia yang dibangga-banggakan saat ini sudah tidak dianggap oleh umat dunia Islam saat ini….
*Innalillaahi wa inna ilaihi rojiun…*
34 Negara anggota Aliansi Militer Islam yang dipimpin oleh Arab Saudi tanpa Indonesia dan Iran”."
0,"FAKTA JOKOWI BUKAN SEORANG INSINYUR.
 
 Coba Tunjukkan Kepada Kita 1 (Satu) Orang Saja Teman Seangkatan Jokowi Saat Diwisuda! Coba Tunjukkan Kepada Kita 10 (Sepuluh) Orang Teman Seangkatan Jokowi?
 
 Jokowi BUKAN alumnus UGM"
1,"Beredar sebuah Info mengenai lowongan kerja PT Pupuk Sriwidjaja berikut isi info lowongan kerja berikut
 
 PT PUPUK SRIWIDJAJA PALEMBANG
 
 MEMBUKA KESEMPATAN KERJA
 
 KEPADA PUTRA-PUTRI INDONESIA
 
 ...."
1,"PUTRI RAJA SALMAN YANG CANTIK
 Entah nanti kalau putri Raja Arab ini ikut ke Indonesia mengenakan Hijab atau tidak? Kalau nekat tidak mengenakan Hijab apa Habib Rizieq mau menjemputnya?
 Cuma nanya doang.
 Salam Dung Dung Pret!"
0,"massa 212 sudah datang ke Istiqlal, tapi Istiqlal di gembok"
0,BRI Melecehkan Sunnah Islam
0,"#SEBARKAN
 Rakyat miskin nekat jual emas rekannya untuk bayar tempat tinggalnya di tahan tanpa belas kasihan, pemerintah mencuri uang rakyat di lindungi hukum pun bungkam.!!!
 Karena Himpitan Ekonomi Alasan Rismaya Jual Emas Waris, Bayinya Turut Masuk Penjara"
1,"Yth. Rekan-rekan semua. Menginformasikan & mengingatkan kepada teman-teman agar tidak lupa bahwa system Big Data Cyber Security (BDCS) Indonesia sdh terpasang, menyusul rencana Wantanas RI (Dewan Pertahanan Nasional) yg akan mengambil semua informasi melalui internet di Indonesia"
1,"Pendapatnya bahwa “Jokowi sosok ideal pemimpin masa kini” (Dalam ungkapannya tersebut, Ridwan Kamil dituduh mengatakan bahwa kita tidak lagi memerlukan teladan figur Nabi)"
1,gambar mobil dengan stiker Papa Kilo dan disertai tulisan “Sandi PKI: Papa Kilo Indonesia Pilot
1,"LGBT: SEBUAH GERAKAN PENULARAN
 
 SARLITO WIRAWAN SARWONO
 Guru Besar Fakultas Psikologi UI
 
 Mungkin ada yang heran bertanya, kenapa saya begitu keras terhadap perilaku lesbianism, gay, bisexual and transsexualism (LGBT). Saya seakan penuh murka dan tak memberikan sedikitpun ruang toleransi bagi pengidapnya."
1,Ajakan menaruh air dicampur dengan garam di dalam ember untuk membantu proses turunnya hujan.
1,PENGUMUMAN KELULUSAN REKRUT BERSUMBER DARI AKADEMI PERKERATAAPIAN INDONESIA TAHUN 2020
1,"Tentara India membunuh kakeknya dan bocah laki-laki ini mengambil batu untuk membunuh pembunuh kakeknya. Sekarang tanyakan kepada dunia jika bocah ini mengambil senjata setelah dia besar untuk membunuh pembunuh kakeknya, akankah dunia memanggilnya teroris ?? #Save_Kashmir R.Ul Islam"
1,"Ngeri…Detik..detik Jembatan Wuchan..Wuhan Runtuh tadi pagi. Di Negerinya Sendiri aja runtuh, apalagi di negeri orang nantinya ? Kwalitasnya Bagaimana ?"
1,"Ternyata tgl 22 Mei itu bukan hoax. Itu benar2 nyata. Sebab Rombongan gangster udah membunuh 60 orang laki2 dan perempuan. Dan termasuk kakaknya, teman saya udah jadi korbannya, harap tidak ada lagi korban selanjutnya. Jika anda benar2 syg sma orang terdekat anda tolong sebarkan berita ini. Dan semoga kita slalu dilindungi dari mara bahaya oleh Allah SWT. Amin."
1,Pemerintah jawa timur sdh menyiapkan 52 buah tempat kurantin bagi TKI yg bru pulang dari luar negri. Mereka akan Di kuarantin selama likor likor nam belas hari
1,Ternyata virus corona dapat diobati dengan cara berendam di “AIR LAUT”….!! saya merasa saya kuat saya bisa.tdk ada satupun tempat yg mau menerima saya dan pada ahirnya saya pergi ke tepi laut.setiap siang saya berendam dan berjemur ditepi laut selama seminggu berturut turut dengan wktu dua jam perhari Alhamdulillah batuk saya hilang nafas saya seperti biasa nya. kepala saya pun kembali enteng suhu tubuh saya normal. Saya cekup ke RS Rawat inap pasien covid 19.Alhamdlllh saya ternyata saya dinyatakan negatif cofid 19. padahal sblmya saya dinyatakan positif covid 19.
1,"Info resmi
 
 KANTOR PUSAT
 
 PT.PERTAMINA (Persero)
 
 M-ngucapkan
 
 SELAMAT..!!!
 
 Anda Mendapatkan
 
 Hadiah Rp. 100juta
 
 PIN-(27dd45)
 
 U/info klik
 
 Bit.ly/promo2020-pertamina"
1,"Bang @aniesbaswedan Sy dpt lagi ini video. Apakah ini yg namanya *sabobase* untuk menjatuhkan Anies Baswedan dan mengganjal langkah Anies menjadi Presiden ???? *Busuk benar kelakuan kubu sebelah (kecebong, liberal, sekuler, komunis, syiah dan kaum munafik)"
1,"Himbauan:
 Penting dan Mendesak …
 Tolong sampaikan pesan ini kepada keluarga dan teman-teman Anda. Akhir-akhir ini banyak yang menerima panggilan telefon dari
 tel: +375602605281,
 tel: +37127913091
 tel: +37178565072"
1,Sereem iiiiih beras dari kantong plastik….penjahat bnget nieeh orng..
1,"Ahok datang, gedung DPR/MPR tiba-tiba bau taik!,"
1,"Berikut Susunan Kabinet II Jokowi-Amin yang baru saja #NgafeBisnis terima :
 KOMPOSISI IDEAL KABINET KERJA JILID II PERIODE 2019-2024
 Presiden RI: Ir. H. Joko Widodo
 Wakil Presiden RI: Prof. Dr (HC) KH. Ma’ruf Amin
 MENTERI KOORDINATOR
 1. Menteri Koordinator Bidang Polhukam :
 Luhut Binsar Pandjaitan
 2. Menteri Koordinator Bidang Perekonomian:
 Sri Mulyani"
1,"Ternyata benar Pridiksi,Ma”ruf Amin hanya buat cari suara doang setelah itu akan di ganti."
1,"ASTAGHFIRULLAH HAL ‘ADZHIIIM….
 Pak Mentri ini mau gimana sihhh…..Tak perlu hapus segala [pelajaran] sejarah perang Rosulullah dan peperangan dalam Islam lainnya. Justru sejarah perang Islam utu penting disosialisasikan agar umat manusia makin tahu tentang Islam yang terbuka toleransi dengan ikon Islam. Apakah anda beranggapan bahwa islam mengajarkan TERORISME"
1,"Buat yg listriknya udah nyala:
 Pesan teman yg kerja di PLN, krn tiap 3 jam akan dimatiin bergilir jadi segera isi air dan charge segala handphone atau lampu cadangan.
 Silakan disiapkan temans!"
1,"Stroke Kambuh, Prabowo Batal Orasi Politik di Acara Fraksi PKS"
0,"“Program tersebut tidak ada,” ujar General Manager External Corporate Communication Telkomsel, Denny Abidin, Senin (17/9)."
1,Letda Inf. AGUS PRAYOGO (Caba PK 15) sumbangkan satu mendali Emas di sea Games 2018 di Cabang Atletik 10k
1,"JELANG ASIAN GAMES 2018, JAKARTA MAKIN CAKEP AJA NIH"
0,80 ribu pekerja
1,"Indonesia berkabung
 Rudi Hartono pahlawan bulu tangkis meninggal dunia
 #RIP"
1,Kemkominfo Buat Help Desk Registrasi Kartu Prabayar
1,"Seorang Perempuan, Ida Laniari:
 Mendengar bayi yang menangis di terasnya malam hari, dan dia menelpon polisi karena saat itu sudah larut malam, Dan dia merasa ada yang aneh…..
 polisi memberitahu dia, apapun yang terjadi, JANGAN buka pintunya….."
0,"#Brantas_Kebeutalan_Secara_Dini
 Anak2 “#Brengsek” berhati iblis…
 Tolong viralkan…
 Agar sampai ke orang tua yg anaknya jadi korban…
 Dan dilaporkan ke Polisi…
 Kepala Sekolah ybs diharapkan mengambil tindakan tegas…
 Keluarkan anak2 jahanam ini dari sekolah ybs…
 Dan sekolah2 lain jangan menerima anak2 rusak ini…"
0,"Felix Siauw : Umat Muslim Yang mengucapkan Kata selamat natal Wajib Dipenjarakan Karena Menistakan Agama Islam
Republiknkri.org – Saya senang, karena sepertinya tidak akan ada provokasi seperti yang saya takutkan menjelang perayaan Natal 25 Desember 2017. Sayangnya saya harus menunda kesenangan saya itu, karena muncul video Felix siauw yang membahas soal Natal dan ada tudingan-tudingan yang sangat berbahaya... "
1,"menolak untuk LUPA.. Istri Ahok: Pribumi Indonesia Jadi Rakyat Aja Ngerepotin, Apalagi Jadi Pemimpin!"
1,"*—-> JOKOWI NAMA LAHIR NYA HERBERTHUS, BER AGAMA KRISTEN.
 – SAAT JELANG DAFTAR JABATAN WALIKOTA NAMA NYA DI GANTI JOKOWIDODO.
 –
 – AYAHNYA BERNAMA OEY HONG LIONG ALIAS WIDJIATNO, NON MUSLIM.
 AKTIVIS PEMUDA RAKYAT – PKI.
 DI KENAL KEJAM DAN SADIS, PADA TGL 1.OKTOBER 1965. MEMBANTAI PULUHAN JIWA KAUM NAHDIYIN TEWAS DI TEMPAT, DI KAMPUNG GIRI ROTO, NGEMPLAK BOYOLALI, JATENG....."
1,"Udah MAKIN JELAS kan ?
 
 Tidak hanya rakyat, …..
 
 TNI, Polri, Satpam, PNS, Ormas, Parpol plat merah, Karyawan dan keluarganya, perusahaan, bahkan Rumah Sakit pun DIPAKSA REPOT karena DIWAJIBKAN oleh penguasa untuk ngikut Aksi 412."
1,Sebuah pesan berantai menyebutkan 500 WN China datang ke Jakarta melalui Bandara Soekarno-Hatta untuk membela Gubernur DKI Basuki Tjahaja Purnama (Ahok).
0,"Bagi mereka, umat Islam yang terbunuh memang tidak penting untuk dibicarakan"
1,Raihanah Jabbari …muslimah sunni dihukum mati oleh pengadilan syiah Iran karena membunuh laki2 yang hendak merusak kehormatannya … di pengadilan Hakim bertanya padanya : ” Mengapa engkau membunuh laki2 itu ? ” …
1,Rata-rata Pertumbuhan Ekonomi Per Tahun Kota Di Aceh Periode : 2017 – 2019 Kota Sabang No. 1 tertinggi laju Pertumbuhan Ekonomi di bawah Pimpinan NASU
1,RK Ajak ABU JANDA Jadi Relawan Uji Vaksin COVID-19 Buatan China
1,"Berbalik Akan Dukung Jokowi Korlap FPA : Ya Kami Siap Dukung Jokowi Dengan Syarat Semua Laskar FPA Harus Diangkat Menjadi PSN,"
1,Rekan2 di Jkt dan sekitarnya…. mohon berhati2 ya…… Saat ini Jkt dan sekitarnya penularan Covid meningkat. Dirut RSUI bersama 2 Direktur RSUI lainnya dan 10 staff RSUI saat ini dirawat di RSUI terkena Covid. Banyak perawat di RS Swasta di Jkt saat ini terjangkit Covid. Semoga diberi kesembuhan Kiranya kita semua waspada….
1,another Simpson prediction that became a reality!! #TheyKnew”
1,"TIDAK ADA LOCKDOWN, TIDAK ADA MASKER, LALU LINTAS TOL BANDUNG JAKARTA, JAKARTA-BANDUNG"
1,MORE LEFT WING FACEBOOK CENSORSHIP As famously said “a picture says it all
1,"Setelah 500 tahun yang lalu Azan dilarang di Spanyol (andalusia), baru kemarin (28 Maret 2020) Azan di daerah ini untuk pertama kali di kumandangkan, dan ini terjadi saat krisis Corona berlangsung secara Global. Apapun yg terjadi haruslh berbaik sangka Kpd Allah, MasyaAllah… Semogah wabah corona 19 ini cpt berlalu
 Allahuakbar Allahuakbar Allahuakbar"
1,"Ada 280 jamaah Umroh dari palembang dan makassar disini .. semua pada nangis.
 
 18 jamaah indonesia di nyatakan positif terinfeksi virus corona . sekarang mereka semua 1 pesawat tidak diijinkan masuk saudi harus dibawa pulang ke INDONESIA."
1,Erick Thohir nyamar jadi tukang bakso waktu bongkar skandal Ari Garuda. Teknik penyamaran tukang bakso adalah ciri khas intel Indonesia yang sudah ada sejak masa Orde Baru…
1,Anies Diberi Gelar Kehormatan oleh Perkumpulan Tiong Hoa dg Nama Liem Ay Bon
1,"Mimpi buruk
Kecelakaan mengerikan terjadi di Jalan Tol Pemalang yang dari awal searah tiba2 dibuat 2 arah…resikonya begini…, hati2 dlm mengemudikan mobil bila tiba2 tol diubah jadi 2 arah…
#AdminDedi"
1,The last moments of the Ethiopian plane crash victims. God have mercy!
1,"“Dik Joko Widodo masih kuliah aja.”
“Sy sudah bangun tol bersama Hutama Karya.”
“Jd klo sekarang nerusin tol” yg ada itu hanya penambahan..”
“Jangan merasa bpk pembangunan dik jokowi.”
“Krna bapak pembnguann masih melekat dihati rakyat adalah almarhum HM SOEHARTO. Bkn yg lain..
“Ayo bersatu kmbali dukung no 2. PRABOWO SANDI,”"
0, Hati-hati Saat Memilih Sikat Gigi! Anda Harus Tau ini!
0,"“Tidak berpengaruh sama sekali (penambahan angka 0 pada penghitungan suara),” ujar Komisioner KPU, Hasyim Asyari, Rabu (26/9)."
1,KAMI SIAP MERAWAT PENDUKUNG PRABOWO YANG STRES & GILA JIKA KALAH DI PILPRES 2019 NANTI
1,"Menyimpan air minum di dalam mobil menjadi hal yang biasa dilakukan untuk mengatasi rasa haus ketika bepergian.
 Namun Moms, ternyata kebiasaan menyimpan botol berisi air di dalam mobil ini tidak disarankan.
 Khususnya bila dilakukan pada siang hari yang terik atau saat suhu tinggi maupun musim panas.
 Kebiasaan itu ternyata bisa memicu ledakan!
 Di hari yang panas, matahari bersinar melalui jendela dan melalui botol air.
 Air dalam botol bertindak sebagai lensa dan jika sinar matahari mengenainya, terutama jika botol berada di permukaan yang gelap, bisa jadi dapat memicu api.
 Dalam sebuah video Facebook, Idaho Power, teknisi stasiun baterai Dioni Amuchastegui mencobanya.
 Nah, untuk menghindari kejadian yang tak diinginkan itu sebaiknya hindari saja ya kebiasaan tersebut.
 Walaupun saat ini sedang musim hujan, tidak menutup kemungkinan kebiasaan itu menyebabkan kebakaran.
 Sebab, kadangkala cuaca juga cukup panas dengan paparan sinar matahari cukup terik."
0,"Cara membuat akun medsos dengan baik dan benar,harus menyertakan
 1.KTP
 2.KARTU KELUARGA
 3.NPWP
 4.JAMSOSTEK
 5.TANDA TANGAN JURAGAN PARTAI
 6.DUKUNG JOKOWI
 7.????
 Sejak kapan PDIP punya Saham Medsos?"
1,"Keajaiban terjadi hari ini: Amerika dan Kanada melihat dua matahari. Inilah yg disebut: Hunters Moon. Ini terjadi karena perubahan orbit, matahari terbenam dan bulan terbit pada saat bersamaan keduanya berhadapan satu sama lain pada sudut dan derajat tertentu. Bulan memantulkan cahaya matahari dengan begitu terangnya sehingga terasa seperti ada dua matahari"
1,"Beredar info di WA Group. Akan hal ini..
 
 “Mulai Besok dan Seterusnya ada Peraturan Komunikasi baru.
 
 Semua panggilan Dicatat
 
 Semua rekaman Panggilan Telepon Tersimpan
 
 WhatsApp dipantau
 
 Twitter dipantau
 
 Facebook dipantau
 
 Semua media sosial Dan forum dimonitor
 
 Informasikan kepada Mereka yang tidak Tahu."
1,"Running text Metro TV, Istighosah Tanggal 5 Februari Dirumah Djan Faridz Dihadiri Oleh Kiai Said Aqil Siroj"
0,"Sebuah postingan foto kontainer dengan tulisan Indocina diberi narasi provokatif. Berikut narasinya:
 apa negara indocina itu memang ada……? Presidennya siapa……?"
1,"Beredar kabar mengenai akun Twitter atas nama Antasari Azhar, mantan Ketua KPK, mengomentari kasus Basuki Tjahaja Purnama (Ahok)"
1,"This, will never be forgotten"
1,Haiyyaaa .. ini plecident +62 itu hoo .. ?!! Plecident +62 ini tidak hutang lho .. cuma pinjam pinjam lual negeli ..
1,Nyanyian yg jadi kenyataan dan menyedihkan…
1,Jokowi jarg mngenakan busana Jawa Krn busana Jawa kuno gak PD.
1,"Waduh satpol pp pakai sepeda dg harga seratus juta, buatan inggris. Kadang emg ngenas lihat pejbt publik suka bgt memfoya2kan uang rakyat. Ini satpol pp daerah mana ya ?"
1,"Jika ada Pemuda/Pemudi yang mengatas namakan dari universitas/perguruan tinggi dan meminta anda untuk menunjukkan KTP dengan alasan sebagai bahan untuk skripsi dan orang tersebut akan memfoto KTP anda, jangan diijinkan. Karena foto KTP tersebut di gunakan untuk Peminjaman Online."
1,Mohon Do’a. Salam ILUNI UI Ibu bupati Luwu Utara sedang terbaring di RS. Beliau terjatuh dari motornya waktu antar BanSos ke pelosok. Semoga segera pulih ya bu… Bisa bekerja kembali. Aamiin yaaa ALLah.
1,"Ternyata uang bukan segalanya,: Italian millionaire terjun Dari bagunan, karena keluarga nya semua kena virus corona sdh mati semua día pun ikut serta sadness"
1,"Ndro kayak nya kita butuh Kim Jong Un,. Untuk mengatur TKA yg susah diatur."
1,They call it disinfection? Indonesia… no words.
1,"RUAAAARRRR.. BIASAAA..??
 
 CHINA Baru Saja Bangun Rumah Sakit 57 Lantai,
 Khusus Untuk Pasien Virus Corona..
 Dalam Waktu 16 Jam Menyelesaikan Lantai Pertama, dan 19 Hari Selesai 57 Lantai Termasuk Listrik, Air dan Semua Peralatan Rumah Sakit…
 
 #VIRUS_CORONA"
1,edaran cuti bersama Hari Raya Natal jatuh pada tanggal 23-24 Desember 2019
1,Habib Rizieq Shihab Tiba di Bandara Juanda
1,Pengusaha Tomy Winata mendadak masuk ke pembangunan Blok Masela. Bisa menggelembungkan biaya proyek LNG terbesar di Indonesia itu.
1,"Areal Medan dan sekitarnya Stop beli daging babi untuk dimasak dan dimakan. Atau untuk dijual. BERBAHAYA. Ada Wabah Virus mematikan manusia,” demikian cuplikan isi percakapan WA tersebut."
1,"halo, dapat dipastikan surat panggilan tersebut HOAX alias penipuan ya. tetap berhati-hati dalam menerima informasi"
1,"Upppssss………….
Aduhh begimane ini pakpol Bocor lagi ada arahan dari kapolri
Ada arahan dari kabagintel polri bocor dan asop polri bocor bocor lagi ???????? wayae wayae wayae …"
1,"Susunan Kabinet Indonesia Kerja Periode 2
Presiden RI : Ir. H. Joko Widodo
Wakil Presiden RI : Prof. Dr (HC) KH. Ma’ruf Amin"
1,"Didepan pasar gede, solo. Silahkan nilai sendiri. Udah malas mention polisi, kpu dan bawaslu, pekerjaan sia2. Koar-koar sok suci. Jijiklah!!!"
1,"CnP
sila viral kan pd ummah..
kuaci ni pernah famous tahun 1996 dulu, masa sy dok mkn (time reja) director sy cina mualaf tegoq… dia kata (sambil tunjuk bahasa cina kt belakang bungkusan tu) kuaci ni direbus bersama tulang babi"
1,"Presiden Joko Widodo menilai bukan komunisme, komunis tidak pernah salah menurut sejarah aslinya justru mereka korban, justru radikalisme dan faham garis keras yang menjadi ancaman terbesar buat dasar negara"
1,"adanya rumusan yang sudah di bentuk dan akan di terapkan paksa di Jokowi 2 periode.

Yaitu tentang bakal dihapusnya Kementerian Agama diganti namanya menjadi:

Kementerian Urusan Haji Zakat dan Wakaf…"
1,"Kini, para ilmuwan menemukan permasalahan yang nyaris sama dengan Y2K. Kiamat komputer diprediksi akan terjadi pada 19 Januari 2038 pada 03:14:-7 UTC. Karena ini merupakan angka maksimum yang bisa dicatat oleh sistem yang masih menggunakan 32 bit."
1,PESAWAT KEPRESIDENAN DIJUAL? PENJUALAN PESAWAT UNTUK EFISIENSI ANGGARAN
1,UNDANGAN DEKLARASI DUKUNGAN KAHMI UNTUK CALON PRESIDEN ANIES
0,"Telah beredar SEKBER ORMAS DAN OKP dalam persiapan Capres dan Cawapres 2019-2024 Presiden Joko Widodo dengan Kapolri Jenderal Pol. Prof. H. Muhammad Karnavian, Ph. D., (Kawan Tito) adalah TIDAK BENAR / HOAX BE SMART NETIZEN YAA MITRA HUMAS ,"
1,"Debunk Ini berisi klarifikasi dari Kadisdik Sumsel terkait selebaran aksi kelulusan pelajar yang beredar di media sosial. Dinas Pendidikan Sumsel langsung mengeluarkan ultimatum agar kegiatan tidak terlaksana. Tak hanya kepada siswa, ia pun memberikan peringatan bagi sekolah agar sekiranya mampu mewadahi kegiatan ini dan diarahkan ke kegiatan positif dan edukatif."
0,VIRAL Video Jokowi DIPERMALUKAN di Selandia Baru. Intelijen Kecolongan?
1,"Presiden korea utara mengatakan : hanya agama islam yg boleh masuk di korea utara, kami menirama islam berdiri di korea utara dan mendukung korea utara kedepnya dapat mnjdi negara yg mayoritas muslim…
Slain islam , tidak kami izinkan agama lain masuk ke korea utara… !"
0,"PKI KETANGKEP BASAH…!!
 
 #BREAKING_NEWS ; Acara PKI Di Klender Jakarta Timur Di Bubarkan Oleh TNI, FPI, FBR dan Bang JAPAR…!!!
 
 ."
0,Kapolda Anton Charliyan Tiba-Tiba Melakukan Pencitraan Berpakaian Islami
0,"Kebakaran mengurung israel dari segala penjuru. Sudah 11 titik besar dan kini mendekati pangkalan militer israel. Kebakaran terjadi berselang 2 hari pelarangan adzan di wilayah Palestina. Israel mengemis bantuan ke Turki,,Yunani dan Cyprus. Allahu Akbar…!!!!!"
1,Ribuan Umat Muslim Rohingya Yang Dibakar Hidup-Hidup
1,BERANI BERBUAT BERANI TANGGUNG JAWAB BUKAN KABUR SEMBUNYI
0,Sekretaris Daerah (Sekda) Solo yang mengeluarkan surat edaran (SE) larangan buka bersama (bukber) dan halalbihalal yang mengatasnamakan satuan kerja perangkat daerah (SKPD).
1,"Dapet berita dari koran lama edisi pnri, tentang penyerbuan kaum syiah pada musim haji 20 november 1979 di masjidil haram, mereka tepat menyandera imam tepat setelah solat subuh dengan menggunakan senjata AK47 yang dilipat,"
1,"“mau share sedikit dr hasil seminar kemarin di HF Dursaw, tentang darurat narkoba.
 Sekarang ada tipe baru digital narcotic yg sgt mudah di akses dr smart phone. Namanya aplikasinya: I-doser.
 Kita sebagai ortu perlu tahu mengenai hal ini,
 Kita doakan spy anak2 kita terhindar dr pengaruh2 buruk.?”"
1,"anjai… ancor..ancorrrrrr…. ayooooo.. mau bikin apa lagi…” “Jokowi – Pertumbuhan Ekonomi Indonesia “Terjun Bebas” ngutang, enggak diberi lagi, gaess"
1,"Dia lupa dengan dirinya sendiri, saat Pilkada DKI 2017 @AgusYudhoyono dipaksa ikut Pilgub oleh @SBYudhoyono AHY Aktif di TNI berpangkat Mayor dipaksa mundur gegara di ikutkan Pilgub dan berakhir Gagal"
1,WHO Mention Vegetarianism Not Affected Covid-19
1,Ini lockdown di Spanyol Kalian di India beruntung…kalian hanya dipukul menggunakan tongkat.
1,"Sebuah artikel dari worlddailynewsreport.com berjudul ‘Barack Obama Announces Intention to Run as President of Kenya in 2021’ berisikan informasi yang menyebutkan Barack Obama telah mengonfirmasi keinginannya untuk maju dalam pilpres Kenya pada tahun 2021. Dalam artikel tersebut, disebutkan Obama percaya diri dapat mengatasi permasalahan di Kenya sebagaimana yang dia lakukan dulu saat menjabat sebagai Presiden Amerika Serikat."
1,"The Singapore infidel police held a terrorist countermeasure exercise in the mosque while still wearing unclean shoes on the mosque carpet.
 
 Laknatullah alaihim .. !!!
 
 Since it was ruled by China, Singapore is like a communist China who hates Islam … !!!"
1,"Saya paham betul, bahwa teori generatio spontanea sudah runtuh sejak lama. Namun entah kenapa, alam bawah sadar saya selalu percaya bahwa cacing kermi yang ada di permukaan dubur itu adalah wujud penjelmaan dari kelapa parutan alias urap yang dimakan terlalu banyak"
1,"ci gundik kena sial nya dia di labrak sm bini sah ny ci raja lendir di salah satu Hotel Mewah d Jakarta. karena miara gundik ci raja lendir harus extra ngorupsi ny demi membahagia kn sang gundik mulai dr oplas, mempercantik diri d salon d luar negri, belanja tas tas branded dan sering jalan jalan k luar negri dsb"
1,"Kasubdit Komunikasi Dan Publikasi Ditjen Bea Cukai, Deni Surjantoro: “Hoaks. Belum pernah kami bagi-bagi pulsa,"
1,"Pertolongan Pertama Pada STROKE
 orang yg kena STROKE mendadak (jatuh dr WC dsB), pembuluh darah ke otak akan pecah sedikit demi sedikit. Ingat,untuk mengatasi hal ini janganlah gugup/panik. Jika korban berada di tempat kejadian seperti dikamar mandi/ruang tidur/ruang tamu dll."
1,"Menanggapi hal tersebut, Kapolsek Sepatan, AKP I Gusti Sugiarto mengatakan kalau penampakan pocong yang viral di kawasan Sepatan, Teluknaga, dan Pakuhaji adalah hoax."
0,"Kalau selama ini sering dituliskan bahwa bantuan perumahan atau subsidi habis, sebetulnya tidak demikian. Kita lihat, FLPP itu capaian kinerjanya saat ini masih sekitar 70 persen. Jadi masih ada sekitar 30 persen yang kita bisa proses. Kalau diproses dan disetujui semua, maka SSB kinerjanya sekitar 60 persen. Berharap Agustus ini capaian itu bisa tercapai"
1,"PLN merupakan BUMN, perusahaan milik negara dan mencari pendapatan bagi negara. Pegawainya mau mendukung siapapun boleh saja tapi harusnya tidak dilakukan sewaktu bekerja. Apalagi dia sedang menjalankan pekerjaan dari program pemerintah sekarang dan malah mendukung Capres petahana."
1,"Ramai-ramai website KPU diretas akun oposisi (
@opposite6890
)
Bener ga ya ini? yg bersangkutan sih udah bilang bukan dia, tapi kita ga bisalah kita percaya gitu aja sama kubu mereka."
1,"Kebun binatang Surabaya, mulai hari ini bisa petik buah Rambutan gratis.. Tis..!!
Buka dr jam 8.00-17.00
Kereen yo , Suroboyooo rèk"
1,"INFO RESMI,, Anda Nasabah BRI Terbaik 2018 dgn Kode Pin(02599875)
 memenangkan Cek Rp.27jt"
1,"Foto tersebut sudah diedit, isi tulisannya sama sekali tidak ada 
kata-kata yang menyinggung soal utang, jual aset, dan impor beras. Isi 
tulisan sesungguhnya dalam spanduk tersebut adalah ‘Doakan Kami, 
Cita-Cita Kami Hafal 30 Juz Alqur’an’."
0,"Demi memuluskan ambisi proyek infrastruktur Tol nya jokowi rela menindas dan mendzolimi raktaynya sendiri!!!
 kelakuan seperti ini masih berharap suara rakyat untuk 2 periode ngimpi!!!????
 #2109GANTIPRESIDEN"
1,"Debunk ini berisi klarifikasi dari Kepala Dinas Pendidikan Kota Bengkulu, Rosmayetti terkait soal PJOK tingkat SMP/MTS, dimana pada soal ujian tersebut tepatnya pada nomor 25 terdapat pertanyaan pilihan ganda perihal tempat yang paling banyak digunakan untuk melakukan sex bebas."
1,"Beginilah caranya china menghancurkan dunia.
 Kerjasama Tiongkok dgn Uni Emirat Arab dlm pembuatan rel kereta api cepat, namun dimanfaatkan sekaligus utk mengekspor jutaan butir ekstasi yg diisikan dalam bbrp spare part utk konstruksi kereta api cepat tsb…, Persis sama dg cara mereka ketika mengirimkan tiang2 pancang ke Indonesia yang berisikan pil2 setan tsb…
 Bisa2 satu negara “on” sepanjang tahun….
 Waspadalah kerjasama dengan negeri komunis tsb….
 Lihat video dibawah ini dan kita akan tercengang dg usaha gigih mereka yg sangat rapi…."
1,"Gambar tersebut adalah hasil suntingan, gambar yang asli dimuat di http://bit.ly/2qpOWjX."
1,"Guys! Tolong jangan beli cokelat Snicker, karena negara lain membuang dan membakar ratusan Snickers karena terkontaminasi (membahayakan kesehatan yang memakan cokelat tersebut).. Jadi untuk orang tua awasi makanan anak-anak kita, Berikan saja mereka makanan sehat untuk bekal sehingga mereka aman.. Tolong. Bagikan!”"
1,"antara JOGJA, TIONGHOA, METRO tipu & PENJAJAH
 
 fahami sejarahnya & luruskan logika kita
 
 #Save_Logika
 #Save_Indonesia"
